kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,koi_period,koi_teq,koi_srad,koi_steff,koi_tce_plnt_num
9083564,"K03249.01",,"FALSE POSITIVE",1.14,0.918420801,2374.0,1.4340,6210.00,1
7335713,"K03250.01",,"FALSE POSITIVE",7.05,0.573709256,4415.0,5.7690,5261.00,1
8331612,"K03318.01","Kepler-1915 b","CONFIRMED",3.78,13.8353959,809.0,1.0570,6020.00,1
8874090,"K01404.02",,"CANDIDATE",0.87,18.9060921,336.0,0.4500,3751.00,2
8331612,"K03318.02",,"CANDIDATE",3.83,25.6970688,658.0,1.0570,6020.00,2
5185765,"K07720.01",,"FALSE POSITIVE",1.57,46.9434911,669.0,1.5500,6253.00,1
5965819,"K03319.01","Kepler-1468 d","CONFIRMED",2.64,19.5906103,819.0,1.4960,5794.00,2
5965819,"K03319.02","Kepler-1468 b","CONFIRMED",2.35,8.23983041,1093.0,1.4960,5794.00,1
8328916,"K04790.01",,"CANDIDATE",1.14,6.07855,1115.0,1.1140,6119.00,
11294883,"K04791.01",,"FALSE POSITIVE",1.97,427.65334,284.0,1.5650,5325.00,
3832474,"K00806.05",,"FALSE POSITIVE",3.77,412.041857,217.0,0.8670,5485.00,
10155029,"K03208.01",,"CANDIDATE",0.56,2.131660527,1438.0,0.9970,5849.00,1
11618569,"K04792.01",,"CANDIDATE",0.91,5.75902182,1112.0,1.0660,6247.00,1
11973517,"K04862.01",,"CANDIDATE",1.08,0.903763067,1254.0,0.6510,4430.00,
5471566,"K04863.01",,"FALSE POSITIVE",0.81,0.9628348,1648.0,0.8380,5559.00,1
7345248,"K04864.01",,"CANDIDATE",0.78,5.66494448,1134.0,1.1300,5888.00,1
5814013,"K04865.01",,"FALSE POSITIVE",0.82,1.57017249,1232.0,0.6600,5300.00,1
7117355,"K04866.01",,"FALSE POSITIVE",0.66,0.566798364,2272.0,1.0400,5864.00,1
5653072,"K03252.01",,"FALSE POSITIVE",24.48,3.22452656,4883.0,34.6740,3857.00,1
2707985,"K03253.01",,"FALSE POSITIVE",2.03,1.89127438,3342.0,3.4600,7919.00,1
9899141,"K03254.01",,"FALSE POSITIVE",0.46,1.33256944,1624.0,0.9980,5655.00,1
8183288,"K03255.01","Kepler-437 b","CONFIRMED",1.56,66.6504521,308.0,0.6790,4550.00,1
11305996,"K03256.01",,"FALSE POSITIVE",1.18,55.7002642,309.0,0.6700,4267.00,1
5965819,"K03319.03","Kepler-1468 c","CONFIRMED",1.62,3.54553077,1448.0,1.4960,5794.00,3
6690171,"K03320.01",,"CANDIDATE",21.26,85.0624157,355.0,0.8750,5223.00,1
6859801,"K03321.01",,"FALSE POSITIVE",29.69,10.882416555,632.0,0.7150,4946.00,1
7767733,"K03322.01",,"FALSE POSITIVE",46.14,25.19830439,604.0,0.8830,5955.00,1
5193659,"K03323.01",,"CANDIDATE",2.06,14.3196417,850.0,1.3730,5562.00,1
5201593,"K07721.01",,"FALSE POSITIVE",1.7,0.50727675,2449.0,1.1430,5970.00,1
6220312,"K04793.01",,"CANDIDATE",0.89,5.2736268,1014.0,0.9180,5851.00,1
6358937,"K04794.01",,"CANDIDATE",1.03,24.5041103,574.0,0.9620,5250.00,1
9007609,"K04795.01",,"FALSE POSITIVE",1.09,1.316398648,1374.0,0.8060,5088.00,1
11038580,"K04796.01",,"FALSE POSITIVE",2.1,419.4596,303.0,1.8690,5248.00,
7771181,"K04797.01",,"CANDIDATE",1.26,9.97202023,627.0,0.6960,4810.00,1
9509223,"K04867.01",,"FALSE POSITIVE",13.28,14.2005007,843.0,1.0650,6332.00,2
6720773,"K04868.01",,"FALSE POSITIVE",1.23,1.318347743,1861.0,1.1210,6143.00,1
8056651,"K04869.01",,"FALSE POSITIVE",1.41,5.5834987,1317.0,1.3750,6517.00,1
4665991,"K04870.01",,"FALSE POSITIVE",0.61,1.12401084,1719.0,0.9110,5941.00,1
10191036,"K03218.01",,"FALSE POSITIVE",0.59,1.21374652,1880.0,1.0490,6238.00,1
8280511,"K01151.03","Kepler-271 d","CONFIRMED",0.67,5.24970432,954.0,0.8530,5528.00,3
10420301,"K03257.01",,"FALSE POSITIVE",2.23,45.4333769,315.0,0.5590,4371.00,2
4366323,"K03258.01",,"CANDIDATE",1.88,40.3511707,479.0,0.8200,5665.00,1
2853029,"K03259.01",,"CANDIDATE",2.45,72.9332762,389.0,0.9020,5316.00,1
12156174,"K03260.01","Kepler-1447 b","CONFIRMED",4.01,56.6746666,522.0,1.2950,5541.00,1
4634135,"K03328.01",,"FALSE POSITIVE",25.91,63.9005941,353.0,0.6340,5204.00,1
6955671,"K03329.01",,"CANDIDATE",2.16,12.6878176,851.0,1.0460,6258.00,1
5097856,"K07716.01",,"CANDIDATE",1.27,483.36405,202.0,0.7180,5700.00,1
4736644,"K03330.01","Kepler-1470 b","CONFIRMED",1.15,16.2951259,574.0,0.8120,4915.00,1
5876805,"K03331.01",,"FALSE POSITIVE",24.39,18.173045009,650.0,0.8600,5799.00,1
5818068,"K03332.01",,"FALSE POSITIVE",31.13,14.12678065,670.0,0.7840,5656.00,1
10139390,"K04798.01",,"FALSE POSITIVE",0.99,358.56462,219.0,0.7520,5375.00,
8278073,"K04799.01",,"CANDIDATE",1.69,12.0729757,969.0,1.7070,5436.00,1
5273713,"K07722.01",,"FALSE POSITIVE",1.11,1.337561836,2322.0,1.7150,6406.00,1
3526331,"K04800.01",,"FALSE POSITIVE",0.93,2.23755641,1397.0,0.9240,6026.00,1
10810859,"K04801.01",,"CANDIDATE",2.21,82.401274,421.0,1.0000,5886.00,1
7017274,"K03209.01",,"CANDIDATE",2.61,11.91256675,1242.0,2.3350,6337.00,1
6767227,"K04871.01",,"CANDIDATE",0.6,4.08197713,1372.0,1.1560,6538.00,1
11496490,"K04872.01",,"FALSE POSITIVE",1.34,1.035268597,2136.0,1.2050,6332.00,
1430305,"K04873.01",,"FALSE POSITIVE",3.6,359.3259,410.0,2.2700,6570.00,
7117549,"K04874.01",,"FALSE POSITIVE",0.65,0.566805268,2492.0,1.0860,6403.00,1
2986833,"K04875.01",,"CANDIDATE",0.65,0.912179022,1025.0,0.5550,3880.00,1
12055539,"K03261.01","Kepler-1448 b","CONFIRMED",1.67,12.27057043,811.0,0.9690,6075.00,1
12056139,"K03262.01","Kepler-1449 b","CONFIRMED",1.94,13.2274753,867.0,1.1550,6269.00,1
11853130,"K03263.01",,"CANDIDATE",7.71,76.87935893,202.0,0.4360,3638.00,1
4774646,"K07707.01",,"FALSE POSITIVE",1.04,0.559517155,2762.0,1.3090,6462.00,1
9345933,"K03264.01",,"CANDIDATE",1.36,13.0151826,556.0,0.6430,4794.00,1
10030778,"K03265.01",,"FALSE POSITIVE",48.98,29.47316279,565.0,0.8970,5838.00,1
7870282,"K04732.01",,"FALSE POSITIVE",0.85,0.580725004,1939.0,0.8410,5471.00,1
11153259,"K03200.01",,"FALSE POSITIVE",69.59,1.94468659,3334.0,3.5210,7894.00,
9021075,"K04733.01","Kepler-1968 b","CONFIRMED",1.4,7.28116667,744.0,0.7880,5008.00,1
5783938,"K04734.01",,"FALSE POSITIVE",2.18,383.10017,248.0,0.9020,6011.00,
11338056,"K04735.01",,"CANDIDATE",0.85,2.87998334,1024.0,0.8060,4951.00,1
3445812,"K04802.01",,"FALSE POSITIVE",0.86,0.605556082,2120.0,0.8460,6123.00,1
4473613,"K04803.01","Kepler-1623 b","CONFIRMED",1.2,4.36125889,1000.0,0.8730,5520.00,1
10676750,"K04804.01",,"CANDIDATE",2.08,21.08678557,651.0,0.8630,6084.00,1
8960918,"K04805.01",,"FALSE POSITIVE",0.73,1.19087362,1489.0,0.8880,5158.00,1
4647662,"K04806.01",,"FALSE POSITIVE",0.72,1.06484622,2034.0,1.0870,6445.00,1
9822284,"K04807.01",,"FALSE POSITIVE",0.49,0.969824139,1839.0,1.0000,5780.00,1
8940700,"K04876.01",,"FALSE POSITIVE",1.6,190.60563,386.0,1.2870,6200.00,
9581589,"K04877.01",,"CANDIDATE",0.99,5.19206571,1170.0,1.0750,6322.00,1
11804437,"K04878.01",,"CANDIDATE",1.04,449.01499,258.0,1.0680,6031.00,1
9850966,"K04879.01",,"FALSE POSITIVE",1.33,8.480305,661.0,0.6960,4895.00,1
8747009,"K04880.01",,"FALSE POSITIVE",1.41,410.11676,242.0,0.9650,5587.00,
8826007,"K03266.01","Kepler-1450 b","CONFIRMED",1.94,54.5091549,308.0,0.6030,4406.00,1
8280511,"K01151.04",,"CANDIDATE",0.76,17.4532945,639.0,0.8530,5528.00,4
8620402,"K03267.01","Kepler-1913 b","CONFIRMED",1.66,14.1959621,818.0,1.0760,6214.00,1
8379021,"K03268.01",,"FALSE POSITIVE",22.56,11.52482874,756.0,0.8920,5592.00,1
8104030,"K03269.01",,"FALSE POSITIVE",428.62,46.84008579,552.0,1.0550,6006.00,1
4813793,"K07708.01",,"CANDIDATE",1.82,6.70242786,1367.0,2.2240,5466.00,1
5282477,"K04736.01",,"FALSE POSITIVE",29.26,0.992798625,1967.0,1.0980,6055.00,2
7266212,"K04737.01",,"CANDIDATE",1.07,7.79534033,985.0,1.0500,6156.00,1
6681546,"K04738.01",,"FALSE POSITIVE",1.84,186.72243,329.0,0.9990,6040.00,
6421137,"K04739.01",,"FALSE POSITIVE",3.46,118.4039,517.0,1.6400,6486.00,
9893278,"K04740.01",,"FALSE POSITIVE",1.67,182.281992,280.0,0.7420,5503.00,
9419020,"K04808.01",,"CANDIDATE",0.65,2.40174996,621.0,0.3990,3606.00,1
4548162,"K04809.01",,"FALSE POSITIVE",0.69,10.0102876,522.0,0.6010,4214.00,
4270799,"K04810.01",,"CANDIDATE",3.17,115.238544,372.0,1.0370,5589.00,1
8811490,"K04811.01",,"CANDIDATE",2.23,21.7434141,799.0,1.4970,5767.00,1
7293937,"K03211.01",,"FALSE POSITIVE",0.79,1.366964704,1640.0,1.0000,5780.00,1
8043721,"K04812.01",,"FALSE POSITIVE",0.71,0.77957913,1819.0,0.8530,5699.00,1
7985733,"K03219.01",,"FALSE POSITIVE",44.9,0.544561598,11804.0,80.5290,3715.00,1
8094120,"K04881.01",,"CANDIDATE",1.16,5.6795377,1420.0,1.5850,6514.00,2
6522824,"K04882.01",,"FALSE POSITIVE",5.38,17.4453133,1066.0,3.0400,4927.00,1
6802536,"K04883.01",,"FALSE POSITIVE",,2.9788702,,,,
4750341,"K04884.01",,"FALSE POSITIVE",0.92,1.97515457,1504.0,1.1450,5571.00,1
9935642,"K04885.01",,"CANDIDATE",2.67,9.33955596,882.0,1.1010,5516.00,1
6612327,"K03270.01",,"FALSE POSITIVE",23.21,21.993112,523.0,0.7470,5205.00,1
7285757,"K03271.01","Kepler-1986 b","CONFIRMED",1.89,19.5489666,579.0,0.7320,5549.00,1
7285757,"K03271.02",,"CANDIDATE",1.12,7.41834569,800.0,0.7320,5549.00,2
5211922,"K03273.01",,"FALSE POSITIVE",3.11,27.6853358,461.0,0.6390,5216.00,1
5280587,"K03274.01","Kepler-1451 b","CONFIRMED",2.24,35.6225528,523.0,0.8780,5799.00,1
8129005,"K04741.01",,"FALSE POSITIVE",1.18,7.1403113,1036.0,1.0160,6354.00,1
4840156,"K07709.01",,"FALSE POSITIVE",0.97,2.69487041,1440.0,1.1870,5823.00,1
4138008,"K04742.01","Kepler-442 b","CONFIRMED",1.3,112.303136,241.0,0.5950,4401.00,1
4262040,"K03202.01",,"CANDIDATE",2.86,92.461135,564.0,2.6480,5132.00,1
6468904,"K04743.01",,"FALSE POSITIVE",20.52,49.5387264,436.0,0.7470,5683.00,1
5709906,"K04744.01",,"FALSE POSITIVE",0.49,3.39155966,1183.0,0.9140,5896.00,1
4840672,"K04813.01",,"CANDIDATE",0.82,9.2294726,601.0,0.5960,4781.00,1
9777556,"K04814.01",,"FALSE POSITIVE",32.84,1.33254897,4664.0,13.7770,4894.00,1
7287677,"K04815.01",,"CANDIDATE",1.12,18.3721835,657.0,0.8300,5937.00,1
10753922,"K04816.01",,"FALSE POSITIVE",1.85,18.2260472,648.0,0.9800,5440.00,1
5980061,"K04817.01",,"FALSE POSITIVE",21.07,0.630539713,1936.0,0.8940,5458.00,2
7692248,"K04886.01",,"CANDIDATE",28.98,17.99562529,701.0,0.9590,5999.00,1
4059887,"K04887.01",,"FALSE POSITIVE",1.92,1.018347376,2832.0,2.6380,5858.00,1
8288741,"K04888.01",,"FALSE POSITIVE",30.54,0.659299289,1979.0,0.8520,5791.00,
6852354,"K04889.01",,"FALSE POSITIVE",,101.97435125,,,,
6691169,"K04890.01",,"CANDIDATE",11.67,63.095068,573.0,1.3250,6622.00,1
5816811,"K01042.02",,"FALSE POSITIVE",,4.45540935,,,,
5303346,"K03275.01",,"FALSE POSITIVE",30.32,37.32483952,461.0,0.7900,5306.00,1
3858879,"K03276.01",,"FALSE POSITIVE",36.8,25.951984,626.0,1.0460,5889.00,1
8280511,"K01151.05",,"CANDIDATE",0.8,21.7203362,594.0,0.8530,5528.00,5
3120904,"K03277.01","Kepler-1452 b","CONFIRMED",3.19,42.9136635,810.0,2.4830,6049.00,1
3342467,"K03278.01",,"FALSE POSITIVE",2.78,88.1804682,359.0,0.8390,5497.00,1
11757451,"K04745.01","Kepler-443 b","CONFIRMED",2.32,177.668663,233.0,0.7010,4721.00,1
2711597,"K04746.01",,"FALSE POSITIVE",0.75,0.98041685,1388.0,0.7220,4861.00,1
8047428,"K04747.01","Kepler-1621 b","CONFIRMED",2.22,92.263742,469.0,1.2830,6084.00,1
11513486,"K04748.01","Kepler-1969 b","CONFIRMED",1.72,6.64754478,999.0,1.0070,6046.00,1
4851283,"K07710.01",,"FALSE POSITIVE",1.59,1.23517588,1697.0,1.0000,5780.00,1
6520519,"K04749.01",,"CANDIDATE",0.97,1.97650073,1394.0,0.9230,5792.00,1
9459162,"K04818.01",,"CANDIDATE",1.46,3.79892774,1869.0,2.1060,6831.00,1
5024138,"K04819.01",,"FALSE POSITIVE",0.84,0.416995408,2433.0,0.7810,6150.00,1
9969287,"K04820.01",,"CANDIDATE",1.48,14.7401061,750.0,0.9590,5999.00,1
9086001,"K04821.01",,"FALSE POSITIVE",1.33,256.52387,338.0,1.1800,6348.00,
4927734,"K03212.01",,"FALSE POSITIVE",0.73,3.0001191,2566.0,2.4850,8431.00,1
11189311,"K03220.01","Kepler-1442 b","CONFIRMED",4.63,81.4160138,522.0,1.4010,6352.00,1
10747501,"K04891.01",,"CANDIDATE",1.39,4.7309013,1065.0,0.9110,5941.00,1
10586744,"K04892.01",,"CANDIDATE",1.08,21.3761817,717.0,1.0520,5984.00,1
11970050,"K04893.01",,"CANDIDATE",1.51,6.58753699,992.0,0.9930,6014.00,1
10031918,"K04894.01",,"FALSE POSITIVE",0.8,8.5900471,677.0,0.7070,4914.00,1
5276332,"K07723.01",,"FALSE POSITIVE",1.7,357.82544,306.0,1.3120,6131.00,1
3544640,"K03279.01","Kepler-1914 b","CONFIRMED",2.42,30.8278245,585.0,0.9600,5982.00,1
10653179,"K03280.01","Kepler-1453 b","CONFIRMED",2.58,47.1607932,503.0,0.9650,5936.00,1
12066569,"K03282.01","Kepler-1455 b","CONFIRMED",1.75,49.2768448,271.0,0.5290,3899.00,1
6497146,"K03284.01","Kepler-438 b","CONFIRMED",0.97,35.2330694,288.0,0.5240,3749.00,1
8625813,"K03285.01",,"FALSE POSITIVE",1.97,45.3965379,326.0,0.6430,4266.00,1
4651399,"K07698.01",,"FALSE POSITIVE",39.59,508.807642,595.0,8.8110,4893.00,1
5308296,"K04750.01",,"CANDIDATE",1.93,36.721576,498.0,0.8400,5662.00,1
9953575,"K04751.01",,"FALSE POSITIVE",3.54,362.69427,315.0,1.7190,5288.00,
7887890,"K04752.01",,"FALSE POSITIVE",2.82,370.35639,268.0,1.0250,6117.00,
3122872,"K03203.01",,"CANDIDATE",3.19,96.81647,655.0,2.4670,6404.00,1
4544628,"K04753.01",,"FALSE POSITIVE",0.51,0.729724346,2151.0,1.0300,6084.00,1
9702945,"K04822.01",,"CANDIDATE",0.69,3.51413723,1267.0,0.9890,6201.00,1
11401253,"K04823.01",,"CANDIDATE",1.51,4.96504981,1403.0,2.0110,5339.00,1
7052511,"K04824.01",,"FALSE POSITIVE",0.92,0.821472455,1559.0,0.8360,4889.00,1
4764774,"K04825.01",,"FALSE POSITIVE",0.78,1.29019586,1530.0,0.8420,5693.00,1
10549902,"K04826.01",,"CANDIDATE",1.67,1.141148847,2248.0,1.9890,5438.00,1
12416597,"K04895.01",,"CANDIDATE",1.1,12.460565,726.0,0.9330,5435.00,1
11135694,"K04896.01",,"CANDIDATE",1.18,19.5945772,724.0,1.0230,6118.00,2
9910828,"K04897.01",,"FALSE POSITIVE",0.95,8.48032079,759.0,0.7280,5415.00,1
10065053,"K04898.01",,"CANDIDATE",2.72,409.87844,264.0,1.0640,6167.00,1
11867608,"K04899.01",,"FALSE POSITIVE",1.79,227.6258,394.0,1.5490,6240.00,
8016691,"K03286.01","Kepler-1456 b","CONFIRMED",1.41,18.1373788,433.0,0.6020,4257.00,1
6584273,"K03287.01","Kepler-1457 b","CONFIRMED",1.6,51.1104797,478.0,0.8810,5968.00,1
5768816,"K03288.01","Kepler-1458 b","CONFIRMED",3.35,47.9869119,493.0,0.9810,5641.00,1
3644071,"K01192.02",,"FALSE POSITIVE",7.76,359.047933,260.0,1.0480,5609.00,1
5360974,"K03289.01",,"FALSE POSITIVE",24.73,29.8042694,505.0,0.8270,5223.00,1
10291589,"K04754.01",,"CANDIDATE",1.28,7.08757462,955.0,0.9250,6060.00,1
10118266,"K04755.01",,"CANDIDATE",1.75,3.74318005,999.0,0.8510,5207.00,1
5695615,"K04756.01",,"CANDIDATE",8.17,5.4169303,1173.0,1.1080,6355.00,1
4670267,"K07699.01",,"FALSE POSITIVE",42.5,1.003049079,1714.0,0.8440,5775.00,1
7435780,"K04757.01",,"FALSE POSITIVE",7.29,0.933157032,2202.0,1.1690,6499.00,1
8938937,"K04758.01",,"FALSE POSITIVE",1.71,37.1083458,492.0,0.8600,5591.00,3
5651846,"K04827.01",,"CANDIDATE",1.65,31.1920226,521.0,0.7770,5675.00,1
10556180,"K04828.01",,"FALSE POSITIVE",13.68,1.02104719,2129.0,1.2000,6444.00,1
12401132,"K04829.01",,"CANDIDATE",2.26,7.630545,1087.0,1.1790,6407.00,1
12401132,"K04829.02",,"FALSE POSITIVE",2.09,12.083457,932.0,1.1750,6422.00,
8308070,"K04830.01",,"FALSE POSITIVE",1.01,401.5907,256.0,0.9390,6170.00,
6424561,"K04900.01",,"CANDIDATE",1.27,6.6716723,1024.0,1.0210,6086.00,1
6956136,"K03221.01",,"FALSE POSITIVE",4.25,53.912783631,697.0,2.0200,6085.00,1
10661917,"K04901.01",,"FALSE POSITIVE",0.77,1.23142395,2317.0,1.7300,6011.00,1
10000162,"K04902.01",,"CANDIDATE",1.78,409.38645,197.0,0.7990,4955.00,1
7799701,"K04903.01",,"FALSE POSITIVE",6.54,386.828262,340.0,1.6150,6384.00,1
6233483,"K03291.01",,"FALSE POSITIVE",8.15,15.8733803,830.0,1.0540,6161.00,1
5392871,"K03292.01",,"FALSE POSITIVE",3.23,42.3991752,580.0,1.1210,6133.00,1
3858851,"K03293.01",,"FALSE POSITIVE",39.94,25.95198823,680.0,1.0350,6363.00,1
3858917,"K03294.01",,"FALSE POSITIVE",42.91,25.9522401,572.0,0.9040,5659.00,1
4466356,"K03295.01",,"FALSE POSITIVE",1.6,14.12809896,781.0,0.9880,6072.00,1
7949593,"K04759.01",,"CANDIDATE",1.54,17.7662938,670.0,0.9460,5724.00,1
9474232,"K04760.01",,"FALSE POSITIVE",1.12,13.6917833,770.0,0.9310,5906.00,1
3859151,"K04761.01",,"FALSE POSITIVE",9.75,25.95633,618.0,0.8810,6139.00,1
7098255,"K04762.01",,"CANDIDATE",1.29,11.56722589,568.0,0.6910,4597.00,1
11456279,"K03204.01",,"FALSE POSITIVE",1.57,0.572937573,3271.0,1.5930,7338.00,
4670361,"K07700.01",,"CANDIDATE",3.13,631.56889,237.0,1.0590,6382.00,1
5398002,"K03213.01",,"FALSE POSITIVE",90.09,14.15849823,1910.0,3.7460,8753.00,1
6680911,"K04831.01",,"FALSE POSITIVE",1.57,207.471349,316.0,1.0330,5731.00,
10356124,"K04832.01",,"FALSE POSITIVE",81.01,12.3748247,1253.0,3.5980,5165.00,1
10584140,"K04833.01",,"CANDIDATE",1.01,4.31724247,1332.0,1.3100,5992.00,1
8233326,"K04834.01",,"CANDIDATE",1.85,3.74099144,1733.0,3.2310,5110.00,1
4940203,"K07711.01",,"CANDIDATE",1.31,302.779824,246.0,0.7970,5734.00,1
6286161,"K03501.01",,"FALSE POSITIVE",2722.92,14.541781166,834.0,1.1480,5997.00,2
5385471,"K03502.01",,"FALSE POSITIVE",3.8,12.4261177,724.0,0.8510,5713.00,1
6368175,"K03503.01","Kepler-1703 b","CONFIRMED",0.79,21.1876185,676.0,0.8490,6355.00,1
5471158,"K03504.01",,"FALSE POSITIVE",2.52,12.42560404,733.0,0.8930,5713.00,1
4847843,"K03505.01",,"FALSE POSITIVE",89.18,30.9604688,1064.0,3.5580,5367.00,1
5120225,"K07717.01",,"FALSE POSITIVE",30.94,1.041619932,1858.0,0.9910,5838.00,1
9656543,"K03588.01",,"FALSE POSITIVE",109.72,2.544594443,1608.0,1.6160,5503.00,1
10751515,"K03589.01",,"FALSE POSITIVE",21.93,56.40651043,358.0,0.6470,5011.00,1
3348093,"K03590.01",,"FALSE POSITIVE",61.54,7.964400574,633.0,0.7150,4478.00,1
6182846,"K03591.01",,"FALSE POSITIVE",51.77,6.399101307,1042.0,0.9880,6233.00,1
4939346,"K01873.02","Kepler-328 b","CONFIRMED",2.39,34.9168399,602.0,1.0690,6194.00,2
6442602,"K07778.01",,"FALSE POSITIVE",0.88,0.56678228,1661.0,0.7490,4796.00,1
9851126,"K03592.01",,"FALSE POSITIVE",22.25,8.480303653,762.0,0.7870,5385.00,1
6268648,"K01613.02",,"CANDIDATE",0.9,94.094392,486.0,1.3080,6099.00,2
11455428,"K03365.01","Kepler-1480 b","CONFIRMED",3.94,22.1270885,721.0,1.4450,5312.00,1
10484409,"K03366.01",,"FALSE POSITIVE",1.12,10.6784787,712.0,0.7970,5459.00,1
10935993,"K03367.01",,"CANDIDATE",1.88,25.3736543,653.0,0.9660,6195.00,1
5257082,"K03368.01",,"CANDIDATE",1.45,10.08535311,843.0,0.9450,5947.00,1
5796185,"K03369.01",,"FALSE POSITIVE",51.86,42.559265547,487.0,0.8630,5764.00,1
8628665,"K03434.01",,"CANDIDATE",1.24,10.2856373,864.0,1.0600,5841.00,1
3945802,"K03435.01",,"FALSE POSITIVE",1.58,24.2157996,596.0,0.8850,5659.00,1
6265665,"K03436.01","Kepler-1499 b","CONFIRMED",1.14,44.2018402,409.0,0.7530,5002.00,1
5881307,"K07746.01",,"CANDIDATE",2.27,393.95608,263.0,0.9890,6217.00,1
4645174,"K03437.01","Kepler-1500 b","CONFIRMED",2.18,15.0330623,928.0,1.6010,5849.00,1
4645174,"K03437.02",,"CANDIDATE",3.51,34.7496038,702.0,1.6010,5849.00,2
8719419,"K03506.01",,"FALSE POSITIVE",87.2,12.62530918,1214.0,1.8440,6878.00,1
9028474,"K03510.01",,"FALSE POSITIVE",49.34,124.93576738,362.0,0.9410,5887.00,1
4349442,"K01803.02",,"FALSE POSITIVE",1.37,12.720298433,589.0,0.7240,4914.00,2
6124137,"K07764.01",,"CANDIDATE",2.83,227.83457,449.0,2.1930,6004.00,1
3644542,"K03511.01",,"FALSE POSITIVE",193.91,119.67980316,847.0,3.2510,8275.00,1
6182849,"K03512.01",,"FALSE POSITIVE",59.15,6.399107136,1031.0,0.9350,6133.00,1
9851142,"K03513.01",,"FALSE POSITIVE",65,8.480304281,1504.0,2.2100,7059.00,1
3442054,"K03593.01",,"FALSE POSITIVE",45.43,117.6813778,575.0,2.0790,6429.00,1
4079530,"K03594.01",,"FALSE POSITIVE",35.18,17.72722648,692.0,0.8950,6021.00,1
6445531,"K07779.01",,"FALSE POSITIVE",1.2,1.71024931,1766.0,1.1710,6418.00,1
10677186,"K03595.01",,"FALSE POSITIVE",26,100.40132734,420.0,1.1000,5903.00,1
9025914,"K03596.01",,"FALSE POSITIVE",59.23,11.320287875,928.0,1.1270,6153.00,1
9366988,"K03597.01",,"FALSE POSITIVE",40.46,1.219034103,1977.0,1.2710,5914.00,1
11657614,"K03370.01",,"CANDIDATE",1.52,24.352541,498.0,0.8050,4891.00,2
11657614,"K03370.02","Kepler-1481 b","CONFIRMED",1.23,5.94228603,797.0,0.8050,4891.00,1
5687986,"K07735.01",,"CANDIDATE",4.05,382.30306,400.0,2.5900,5993.00,1
11125797,"K03371.01",,"CANDIDATE",1.32,58.1263775,404.0,0.8200,5413.00,1
9785921,"K03372.01","Kepler-1997 b","CONFIRMED",2.28,26.7575866,660.0,1.0520,6215.00,1
3102000,"K03373.01",,"FALSE POSITIVE",22.31,57.0599992,455.0,0.8630,5931.00,1
6599975,"K03438.01","Kepler-1501 b","CONFIRMED",1.08,14.5565618,787.0,1.0610,6065.00,1
8266276,"K01731.02",,"FALSE POSITIVE",1.26,0.837898153,1478.0,0.7970,4748.00,2
5887316,"K07747.01",,"FALSE POSITIVE",36,0.603086711,2459.0,1.1340,6353.00,1
4282191,"K03439.01","Kepler-1502 b","CONFIRMED",2.19,41.7084063,608.0,1.1380,6434.00,1
3559860,"K03440.01","Kepler-1980 b","CONFIRMED",2.21,33.0257179,564.0,0.9900,5819.00,1
10651945,"K03441.01",,"FALSE POSITIVE",56.02,25.366990665,665.0,1.0240,6208.00,1
7117003,"K03514.01",,"FALSE POSITIVE",49.76,428.32173928,220.0,0.8060,5662.00,1
3240159,"K03515.01",,"FALSE POSITIVE",197.85,82.137609997,640.0,2.0120,6395.00,1
6147851,"K07766.01",,"FALSE POSITIVE",0.83,3.06026014,1284.0,1.0100,5878.00,1
9658118,"K03516.01",,"FALSE POSITIVE",83.77,24.0612744,749.0,1.1380,6461.00,1
7132542,"K03517.01",,"FALSE POSITIVE",61.42,66.36099916,420.0,0.8570,5583.00,1
8589754,"K03518.01",,"FALSE POSITIVE",153.32,8.939461148,1407.0,2.2250,6461.00,1
3757590,"K03520.01",,"FALSE POSITIVE",89.83,135.58607679,429.0,1.3010,6401.00,1
2437149,"K03598.01",,"FALSE POSITIVE",55.07,18.79862195,575.0,0.7960,5334.00,1
9715925,"K03599.01",,"FALSE POSITIVE",29.34,6.30828538,803.0,0.7800,5069.00,1
9529733,"K03600.01",,"FALSE POSITIVE",44.3,4.80912667,1270.0,1.1660,6462.00,1
9613070,"K03601.01",,"FALSE POSITIVE",140.22,2.33211505,1594.0,1.0940,6384.00,1
9967771,"K01875.02","Kepler-990 c","CONFIRMED",1.67,0.53835407,2386.0,1.2070,5539.00,1
10845188,"K03602.01",,"FALSE POSITIVE",48.69,249.36211832,308.0,1.0200,5940.00,1
6543893,"K01627.03",,"CANDIDATE",2.75,3.80675878,1574.0,1.7970,6068.00,3
5709103,"K07736.01",,"FALSE POSITIVE",0.46,0.664727127,2343.0,1.1160,6143.00,1
6705026,"K03374.01","Kepler-1483 b","CONFIRMED",1.65,9.5084871,1131.0,1.6680,6144.00,1
6705026,"K03374.02",,"CANDIDATE",1.95,34.1086562,739.0,1.6680,6144.00,2
6779726,"K03375.01","Kepler-1918 b","CONFIRMED",2.57,47.0563327,497.0,0.9240,5889.00,1
3098843,"K03376.02",,"FALSE POSITIVE",,179.85022331,,,,
5553959,"K03377.01",,"CANDIDATE",0.99,10.0100312,506.0,0.5080,4338.00,1
7288306,"K03443.01","Kepler-1503 b","CONFIRMED",2.07,96.169569,321.0,0.7020,5340.00,1
