kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,koi_period,koi_teq,koi_srad,koi_steff,koi_tce_plnt_num
10797460,"K00752.01","Kepler-227 b","CONFIRMED",2.26,9.48803557,793.0,0.9270,5455.00,1
10797460,"K00752.02","Kepler-227 c","CONFIRMED",2.83,54.4183827,443.0,0.9270,5455.00,2
10811496,"K00753.01",,"CANDIDATE",14.6,19.89913995,638.0,0.8680,5853.00,1
10848459,"K00754.01",,"FALSE POSITIVE",33.46,1.736952453,1395.0,0.7910,5805.00,1
10854555,"K00755.01","Kepler-664 b","CONFIRMED",2.75,2.525591777,1406.0,1.0460,6031.00,1
10872983,"K00756.01","Kepler-228 d","CONFIRMED",3.9,11.09432054,835.0,0.9720,6046.00,1
10872983,"K00756.02","Kepler-228 c","CONFIRMED",2.77,4.13443512,1160.0,0.9720,6046.00,2
10872983,"K00756.03","Kepler-228 b","CONFIRMED",1.59,2.56658897,1360.0,0.9720,6046.00,3
6721123,"K00114.01",,"FALSE POSITIVE",39.21,7.36178958,1342.0,1.9580,6227.00,1
10910878,"K00757.01","Kepler-229 c","CONFIRMED",5.76,16.06864674,600.0,0.8480,5031.00,1
11446443,"K00001.01","Kepler-1 b","CONFIRMED",13.04,2.470613377,1339.0,0.9640,5820.00,1
10666592,"K00002.01","Kepler-2 b","CONFIRMED",16.1,2.204735417,2048.0,1.9520,6440.00,1
6922244,"K00010.01","Kepler-8 b","CONFIRMED",14.59,3.522498429,1521.0,1.4510,6225.00,1
10984090,"K00112.02","Kepler-466 c","CONFIRMED",1.16,3.709214104,1206.0,1.0220,5833.00,2
10419211,"K00742.01",,"FALSE POSITIVE",150.51,11.521446064,753.0,0.8480,5795.00,1
10464078,"K00743.01",,"FALSE POSITIVE",7.18,19.40393776,523.0,0.6800,5043.00,1
10480982,"K00744.01",,"FALSE POSITIVE",49.29,19.221388942,698.0,0.9470,6117.00,1
10485250,"K00745.01",,"FALSE POSITIVE",7.94,16.46983774,595.0,0.7860,5152.00,1
10526549,"K00746.01","Kepler-660 b","CONFIRMED",2.47,9.27358173,649.0,0.6960,4856.00,1
10583066,"K00747.01","Kepler-661 b","CONFIRMED",2.85,6.02930329,678.0,0.6720,4537.00,1
10583180,"K00748.01",,"FALSE POSITIVE",1.58,2.696370652,1066.0,0.8190,4989.00,1
10601284,"K00749.01","Kepler-226 c","CONFIRMED",2.55,5.349553819,919.0,0.9100,5185.00,1
10601284,"K00749.02","Kepler-226 b","CONFIRMED",1.7,3.94105221,1018.0,0.9100,5185.00,2
10601284,"K00749.03","Kepler-226 d","CONFIRMED",1.3,8.10904807,800.0,0.9100,5185.00,3
2306756,"K00113.01",,"FALSE POSITIVE",41.5,386.6030528,297.0,1.5800,5543.00,1
10662202,"K00750.01","Kepler-662 b","CONFIRMED",2.95,21.67699193,530.0,0.8280,4954.00,1
10682541,"K00751.01","Kepler-663 b","CONFIRMED",2.78,4.99677968,917.0,0.8470,5339.00,1
11460018,"K00769.01","Kepler-671 b","CONFIRMED",2.3,4.280963604,1012.0,0.8310,5644.00,1
11463211,"K00770.01",,"FALSE POSITIVE",4.53,1.50635409,1452.0,0.8310,5714.00,1
11465813,"K00771.01",,"FALSE POSITIVE",14.14,670.645531,196.0,0.9830,5520.00,1
11493732,"K00772.01",,"FALSE POSITIVE",39.87,61.2563628,505.0,1.0910,6144.00,1
11507101,"K00773.01","Kepler-672 b","CONFIRMED",2.82,38.3775486,529.0,1.0360,5481.00,1
10910878,"K00757.02","Kepler-229 d","CONFIRMED",3.86,41.19725502,439.0,0.8480,5031.00,2
10910878,"K00757.03","Kepler-229 b","CONFIRMED",2.65,6.252962249,823.0,0.8480,5031.00,3
10987985,"K00758.01","Kepler-665 b","CONFIRMED",3.1,16.01308419,593.0,0.8260,5015.00,1
11018648,"K00759.01","Kepler-230 b","CONFIRMED",3.36,32.62876672,506.0,0.7980,5586.00,1
11018648,"K00759.02","Kepler-230 c","CONFIRMED",2.12,91.7732862,359.0,0.7980,5586.00,2
11138155,"K00760.01","Kepler-1976 b","CONFIRMED",12.21,4.959319244,1103.0,1.0820,5712.00,1
11152159,"K00761.01",,"FALSE POSITIVE",6.54,2.701287801,1222.0,0.9100,5550.00,1
11153539,"K00762.01","Kepler-666 b","CONFIRMED",2.1,4.49876511,1133.0,0.9690,6075.00,1
11242721,"K00763.01",,"FALSE POSITIVE",12.42,19.651209505,730.0,1.0630,6074.00,1
9579641,"K00115.01","Kepler-105 b","CONFIRMED",2.94,5.412203927,1093.0,1.0870,5779.00,1
11304958,"K00764.01","Kepler-667 b","CONFIRMED",5.5,41.43958662,516.0,1.0460,5468.00,1
11391957,"K00765.01","Kepler-668 b","CONFIRMED",2.52,8.35389523,790.0,0.7870,5592.00,1
11403044,"K00766.01","Kepler-669 b","CONFIRMED",4.43,4.125543472,1243.0,1.1030,6174.00,1
11414511,"K00767.01","Kepler-670 b","CONFIRMED",12.21,2.816504904,1219.0,0.9550,5532.00,1
11442465,"K00768.01",,"FALSE POSITIVE",7.34,33.93373447,430.0,0.7050,5040.00,1
12110942,"K00786.01","Kepler-680 b","CONFIRMED",1.89,3.689920099,1147.0,0.9170,5880.00,1
12366084,"K00787.01","Kepler-232 b","CONFIRMED",3.25,4.431238488,1104.0,1.0150,5714.00,1
12366084,"K00787.02","Kepler-232 c","CONFIRMED",3.95,11.37936986,806.0,1.0150,5714.00,2
12404086,"K00788.01","Kepler-681 b","CONFIRMED",3.07,26.39432897,489.0,0.7630,5129.00,1
8395660,"K00116.01","Kepler-106 c","CONFIRMED",2.64,13.57078281,785.0,1.0120,5854.00,1
9579641,"K00115.02","Kepler-105 c","CONFIRMED",1.79,7.12594387,997.0,1.0870,5779.00,2
11656840,"K00774.01",,"FALSE POSITIVE",15.03,7.442652004,967.0,0.9560,6108.00,1
11754553,"K00775.01","Kepler-52 c","CONFIRMED",2,16.38489988,433.0,0.6150,4126.00,2
11754553,"K00775.02","Kepler-52 b","CONFIRMED",2.16,7.8774163,553.0,0.6150,4126.00,1
11754553,"K00775.03","Kepler-52 d","CONFIRMED",1.99,36.4454001,332.0,0.6150,4126.00,3
11812062,"K00776.01","Kepler-673 b","CONFIRMED",6.02,3.728732147,1023.0,0.8090,5497.00,1
11818800,"K00777.01",,"CANDIDATE",7.51,40.4195037,467.0,0.7810,5446.00,1
11853255,"K00778.01","Kepler-674 b","CONFIRMED",1.99,2.243380573,822.0,0.5640,4149.00,1
11909839,"K00779.01",,"FALSE POSITIVE",11.23,10.405998015,833.0,0.9240,5746.00,1
11918099,"K00780.01","Kepler-675 b","CONFIRMED",2.34,2.337437946,1070.0,0.7650,5005.00,1
11918099,"K00780.02",,"CANDIDATE",19.45,7.2406612,734.0,0.7650,5005.00,2
9579641,"K00115.03",,"CANDIDATE",0.55,3.43591631,1272.0,1.0870,5779.00,3
11923270,"K00781.01","Kepler-676 b","CONFIRMED",2.65,11.59822233,396.0,0.4730,3688.00,1
11960862,"K00782.01","Kepler-677 b","CONFIRMED",5.31,6.575315881,1015.0,0.9890,5992.00,1
12020329,"K00783.01","Kepler-678 b","CONFIRMED",4.86,7.275040844,833.0,0.8670,5485.00,1
12066335,"K00784.01","Kepler-231 c","CONFIRMED",1.93,19.27153892,393.0,0.5600,4077.00,1
12066335,"K00784.02","Kepler-231 b","CONFIRMED",1.91,10.06524317,488.0,0.5600,4077.00,2
12070811,"K00785.01","Kepler-679 b","CONFIRMED",2.66,12.3935651,677.0,0.7500,5557.00,1
8395660,"K00116.02","Kepler-106 e","CONFIRMED",2.87,43.84439721,531.0,1.0120,5854.00,2
3120431,"K00798.01",,"FALSE POSITIVE",21.55,3.341913228,1032.0,0.8110,5295.00,1
3246984,"K00799.01",,"FALSE POSITIVE",32.43,1.626630225,1547.0,0.9730,5735.00,1
3342970,"K00800.01","Kepler-234 b","CONFIRMED",3.12,2.711504086,1420.0,1.0760,6214.00,1
3342970,"K00800.02","Kepler-234 c","CONFIRMED",3.32,7.21203748,1025.0,1.0760,6214.00,2
12459725,"K00789.01",,"FALSE POSITIVE",1.88,14.1798187,711.0,0.8780,5799.00,
12470844,"K00790.01","Kepler-233 b","CONFIRMED",2.59,8.47237911,751.0,0.7880,5354.00,1
12470844,"K00790.02","Kepler-233 c","CONFIRMED",2.36,60.4189369,390.0,0.7880,5354.00,2
12644822,"K00791.01","Kepler-682 b","CONFIRMED",7.4,12.611904345,753.0,0.9190,5795.00,1
2440757,"K00792.01",,"FALSE POSITIVE",46.58,1.433769925,1920.0,1.3390,6017.00,1
2445129,"K00793.01",,"FALSE POSITIVE",28.59,10.31872301,876.0,1.0600,5927.00,1
2713049,"K00794.01","Kepler-683 b","CONFIRMED",2.06,2.539183147,1332.0,1.0620,5519.00,1
3114167,"K00795.01","Kepler-684 b","CONFIRMED",2.77,6.770300385,812.0,0.6790,5653.00,1
3114661,"K00796.01",,"FALSE POSITIVE",27.51,0.444291966,1836.0,0.6360,5255.00,1
3115833,"K00797.01",,"CANDIDATE",7.73,10.181584004,812.0,0.8360,5988.00,1
4139816,"K00812.02","Kepler-235 d","CONFIRMED",1.96,20.06036336,361.0,0.4930,3950.00,2
4139816,"K00812.03","Kepler-235 e","CONFIRMED",1.83,46.1842039,273.0,0.4930,3950.00,3
8395660,"K00116.04","Kepler-106 d","CONFIRMED",1.31,23.9800854,649.0,1.0120,5854.00,4
4139816,"K00812.04","Kepler-235 c","CONFIRMED",1.2,7.82502168,494.0,0.4930,3950.00,4
4275191,"K00813.01","Kepler-688 b","CONFIRMED",7.34,3.895936525,1005.0,0.7740,5557.00,1
4476123,"K00814.01","Kepler-689 b","CONFIRMED",2.32,22.36646466,536.0,0.7340,5395.00,1
3351888,"K00801.01","Kepler-685 b","CONFIRMED",9.73,1.625522174,1579.0,1.1060,5539.00,1
3453214,"K00802.01",,"CANDIDATE",13.6,19.620346923,643.0,0.9050,5710.00,1
3554600,"K00803.01",,"FALSE POSITIVE",17.47,7.544039,838.0,0.8240,5657.00,2
3641726,"K00804.01","Kepler-1727 b","CONFIRMED",2.57,9.02930689,757.0,0.8200,5349.00,1
3734868,"K00805.01",,"FALSE POSITIVE",13.28,10.328035714,843.0,1.0240,5627.00,1
3832474,"K00806.01","Kepler-30 d","CONFIRMED",8.9,143.2063047,308.0,0.8670,5485.00,2
8395660,"K00116.03","Kepler-106 b","CONFIRMED",0.79,6.164876,1021.0,1.0120,5854.00,3
3832474,"K00806.02","Kepler-30 c","CONFIRMED",12.19,60.32494216,411.0,0.8670,5485.00,1
3832474,"K00806.03","Kepler-30 b","CONFIRMED",1.91,29.1598615,524.0,0.8670,5485.00,
3836375,"K00807.01",,"FALSE POSITIVE",25.69,1.540397253,1470.0,0.9150,5663.00,1
3838486,"K00808.01",,"FALSE POSITIVE",1.7,2.99025443,918.0,0.7310,4667.00,1
3935914,"K00809.01","Kepler-686 b","CONFIRMED",11.3,1.594745374,1539.0,0.8930,5934.00,1
3940418,"K00810.01","Kepler-1728 b","CONFIRMED",2.5,4.783002698,886.0,0.8070,5170.00,1
4049131,"K00811.01","Kepler-687 b","CONFIRMED",3.41,20.50588921,518.0,0.7610,4905.00,1
4139816,"K00812.01","Kepler-235 b","CONFIRMED",2.03,3.340218842,656.0,0.4930,3950.00,1
5287983,"K00828.01",,"FALSE POSITIVE",30.26,2.507089906,1326.0,0.9390,5926.00,1
5358241,"K00829.01","Kepler-53 b","CONFIRMED",3.12,18.64932728,701.0,1.0530,5775.00,1
10875245,"K00117.02","Kepler-107 c","CONFIRMED",1.7,4.90144976,1262.0,1.4020,5847.00,3
5358241,"K00829.02","Kepler-53 d","CONFIRMED",2.76,9.75192101,870.0,1.0530,5775.00,3
5358241,"K00829.03","Kepler-53 c","CONFIRMED",4.02,38.5576546,550.0,1.0530,5775.00,2
5358624,"K00830.01","Kepler-428 b","CONFIRMED",11.58,3.525632539,975.0,0.7930,5150.00,1
4544670,"K00815.01",,"CANDIDATE",7.61,34.84398644,511.0,0.8710,5509.00,1
4664847,"K00816.01","Kepler-690 b","CONFIRMED",5.52,7.748094239,964.0,1.0850,5973.00,1
4725681,"K00817.01","Kepler-236 c","CONFIRMED",1.8,23.96793669,329.0,0.5240,3747.00,1
4725681,"K00817.02","Kepler-236 b","CONFIRMED",1.82,8.29561738,469.0,0.5240,3747.00,2
4913852,"K00818.01","Kepler-691 b","CONFIRMED",2.1,8.11437482,460.0,0.5170,3692.00,1
4932348,"K00819.01",,"FALSE POSITIVE",27.5,38.036729482,500.0,0.9320,5575.00,1
4936180,"K00820.01",,"CANDIDATE",30.09,4.64090031,1155.0,0.8260,6463.00,1
11913073,"K00011.01",,"FALSE POSITIVE",13.65,3.747838198,1031.0,0.8260,5514.00,1
10875245,"K00117.01","Kepler-107 e","CONFIRMED",2.89,14.74914825,874.0,1.4020,5847.00,1
5021899,"K00821.01","Kepler-692 b","CONFIRMED",3.38,21.81295996,639.0,0.9990,5601.00,1
5077629,"K00822.01",,"FALSE POSITIVE",10.34,7.91936937,814.0,0.7760,5690.00,1
5115978,"K00823.01",,"CANDIDATE",72.77,1.028436523,1947.0,0.9900,6228.00,
5164255,"K00824.01","Kepler-693 b","CONFIRMED",11.01,15.37562369,600.0,0.8330,4986.00,1
5252423,"K00825.01","Kepler-237 c","CONFIRMED",2.11,8.10363271,687.0,0.7320,4861.00,1
5252423,"K00825.02","Kepler-237 b","CONFIRMED",1.46,4.71510843,823.0,0.7320,4861.00,2
5272878,"K00826.01","Kepler-694 b","CONFIRMED",2.44,6.365839713,914.0,0.8490,5776.00,1
5283542,"K00827.01",,"FALSE POSITIVE",3.86,5.97581754,1047.0,0.9970,6108.00,1
5649215,"K00839.01",,"FALSE POSITIVE",26.25,2.446737317,1261.0,0.8630,5764.00,1
5651104,"K00840.01","Kepler-695 b","CONFIRMED",8.99,3.04033046,1021.0,0.7910,5035.00,1
5792202,"K00841.01","Kepler-27 b","CONFIRMED",5,15.33528675,610.0,0.8170,5251.00,2
10875245,"K00117.04","Kepler-107 d","CONFIRMED",1.06,7.95825328,1074.0,1.4020,5847.00,4
5792202,"K00841.02","Kepler-27 c","CONFIRMED",6.5,31.33046135,481.0,0.8170,5251.00,1
5370302,"K00831.01",,"FALSE POSITIVE",12.28,3.9043425,1104.0,0.8980,5810.00,1
5372966,"K00832.01",,"FALSE POSITIVE",17.61,9.286358079,796.0,0.8210,5670.00,1
5376067,"K00833.01",,"FALSE POSITIVE",31.44,3.951405455,1133.0,0.8690,6046.00,1
5436502,"K00834.01","Kepler-238 e","CONFIRMED",7.89,23.65369415,731.0,1.3840,5739.00,1
5436502,"K00834.02","Kepler-238 d","CONFIRMED",3.06,13.23352214,888.0,1.3840,5739.00,2
5436502,"K00834.03","Kepler-238 c","CONFIRMED",2.32,6.15560285,1146.0,1.3840,5739.00,3
5436502,"K00834.04","Kepler-238 b","CONFIRMED",1.62,2.090811305,1642.0,1.3840,5739.00,5
10875245,"K00117.03","Kepler-107 b","CONFIRMED",1.53,3.180027898,1458.0,1.4020,5847.00,2
5436502,"K00834.05","Kepler-238 f","CONFIRMED",2.67,50.4467417,568.0,1.3840,5739.00,4
5456651,"K00835.01","Kepler-239 b","CONFIRMED",2.35,11.76307164,616.0,0.7560,4959.00,1
5456651,"K00835.02","Kepler-239 c","CONFIRMED",2.37,56.2279271,366.0,0.7560,4959.00,2
5481416,"K00836.01",,"FALSE POSITIVE",17.06,2.384052875,1010.0,0.7010,4794.00,1
5531576,"K00837.01","Kepler-240 c","CONFIRMED",2.25,7.953547,696.0,0.7790,4768.00,1
5531576,"K00837.02","Kepler-240 b","CONFIRMED",1.48,4.14451656,864.0,0.7790,4768.00,2
5534814,"K00838.01",,"FALSE POSITIVE",38.33,4.859386384,1114.0,0.9880,6072.00,1
6291653,"K00850.01","Kepler-702 b","CONFIRMED",8.24,10.526294577,713.0,0.7930,5386.00,1
6392727,"K00851.01","Kepler-703 b","CONFIRMED",5.39,4.583520948,1038.0,0.8770,5815.00,1
6422070,"K00852.01","Kepler-704 b","CONFIRMED",2.66,3.76181843,1121.0,0.9490,5653.00,1
6428700,"K00853.01","Kepler-242 b","CONFIRMED",3.01,8.20396958,742.0,0.8260,5015.00,1
6428700,"K00853.02","Kepler-242 c","CONFIRMED",3.01,14.49645186,613.0,0.8260,5015.00,2
5792202,"K00841.03","Kepler-27 d","CONFIRMED",2.19,6.54626149,810.0,0.8170,5251.00,3
5794379,"K00842.01","Kepler-241 b","CONFIRMED",2.31,12.71809866,562.0,0.6860,4702.00,1
5794379,"K00842.02","Kepler-241 c","CONFIRMED",2.64,36.06588163,397.0,0.6860,4702.00,2
5881688,"K00843.01","Kepler-696 b","CONFIRMED",6.21,4.190425659,1234.0,1.1350,6073.00,1
6022556,"K00844.01","Kepler-697 b","CONFIRMED",4.35,3.709870784,1151.0,0.9780,5727.00,1
6032497,"K00845.01","Kepler-698 b","CONFIRMED",3.75,16.3297527,727.0,0.9870,5878.00,1
6061119,"K00846.01","Kepler-699 b","CONFIRMED",13.84,27.807566216,554.0,0.7850,5862.00,1
6191521,"K00847.01","Kepler-700 b","CONFIRMED",7.59,80.8723469,452.0,1.2380,5510.00,1
6267425,"K00848.01",,"FALSE POSITIVE",26.82,3.166465862,954.0,0.7040,4968.00,1
3531558,"K00118.01","Kepler-467 b","CONFIRMED",2.29,24.99324319,712.0,1.3170,5718.00,1
6276477,"K00849.01","Kepler-701 b","CONFIRMED",2.47,10.35533116,777.0,0.9180,5501.00,1
6863998,"K00867.01","Kepler-709 b","CONFIRMED",3.68,16.08518937,613.0,0.8260,5239.00,1
6867155,"K00868.01",,"CANDIDATE",10.59,235.9986399,188.0,0.6570,4245.00,1
6948054,"K00869.01","Kepler-245 b","CONFIRMED",2.56,7.49018305,753.0,0.7870,5103.00,1
6948054,"K00869.02","Kepler-245 d","CONFIRMED",3.03,36.2761238,445.0,0.7870,5103.00,2
6948054,"K00869.03","Kepler-245 c","CONFIRMED",2.32,17.46087931,568.0,0.7870,5103.00,4
6435936,"K00854.01","Kepler-705 b","CONFIRMED",1.94,56.0560754,233.0,0.4910,3593.00,1
6522242,"K00855.01","Kepler-706 b","CONFIRMED",11.38,41.408316686,453.0,0.7470,5522.00,1
6526710,"K00856.01",,"CANDIDATE",14.21,39.74893077,552.0,0.9640,6122.00,1
6587280,"K00857.01","Kepler-243 b","CONFIRMED",2.47,5.715425977,850.0,0.8260,5237.00,1
9471974,"K00119.01","Kepler-108 b","CONFIRMED",8.2,49.18394185,669.0,2.0570,5626.00,1
6587280,"K00857.02","Kepler-243 c","CONFIRMED",2.28,20.0261412,559.0,0.8260,5237.00,2
6599919,"K00858.01",,"CANDIDATE",19.02,13.61014819,733.0,0.9030,5697.00,1
6675056,"K00859.01",,"FALSE POSITIVE",2.66,10.44331991,667.0,0.8020,4947.00,1
6685526,"K00861.01","Kepler-707 b","CONFIRMED",1.41,2.237489571,1160.0,0.8100,5265.00,1
6756669,"K00862.01",,"FALSE POSITIVE",14.62,5.851520671,901.0,0.8060,5532.00,1
6784235,"K00863.01","Kepler-708 b","CONFIRMED",2.62,3.167893418,1221.0,0.9400,5895.00,1
6849310,"K00864.01","Kepler-244 b","CONFIRMED",3.11,4.311780262,1038.0,0.9270,5527.00,1
6849310,"K00864.02","Kepler-244 d","CONFIRMED",2.69,20.0504494,622.0,0.9270,5527.00,2
6849310,"K00864.03","Kepler-244 c","CONFIRMED",2.67,9.76734503,791.0,0.9270,5527.00,3
6862328,"K00865.01",,"CANDIDATE",8.98,119.0207044,366.0,1.0620,5453.00,1
9471974,"K00119.02","Kepler-108 c","CONFIRMED",7.78,190.3200468,426.0,2.0570,5626.00,2
6862603,"K00866.01",,"FALSE POSITIVE",4.37,2.861159894,1355.0,1.0210,6126.00,1
7366258,"K00880.01","Kepler-82 b","CONFIRMED",3.91,26.44439337,562.0,0.9290,5427.00,2
7366258,"K00880.02","Kepler-82 c","CONFIRMED",5.51,51.53997972,450.0,0.9290,5427.00,1
7366258,"K00880.03","Kepler-82 e","CONFIRMED",2.43,5.902245782,926.0,0.9290,5427.00,3
7366258,"K00880.04","Kepler-82 d","CONFIRMED",1.86,2.382951591,1253.0,0.9290,5427.00,4
7373451,"K00881.01","Kepler-712 b","CONFIRMED",3.07,21.02250608,521.0,0.7500,5067.00,1
6948054,"K00869.04","Kepler-245 e","CONFIRMED",1.69,3.219814777,998.0,0.7870,5103.00,3
6949607,"K00870.01","Kepler-28 b","CONFIRMED",1.73,5.912273234,585.0,0.5700,4072.00,1
6949607,"K00870.02","Kepler-28 c","CONFIRMED",1.65,8.98581901,509.0,0.5700,4072.00,2
7031517,"K00871.01",,"CANDIDATE",22.94,12.940668656,723.0,0.8090,5875.00,1
11869052,"K00120.01",,"FALSE POSITIVE",2.41,20.5452375,742.0,1.2640,5670.00,1
7109675,"K00872.01","Kepler-46 b","CONFIRMED",8.46,33.60123371,495.0,0.9300,5149.00,1
7109675,"K00872.02","Kepler-46 d","CONFIRMED",1.97,6.76652928,845.0,0.9300,5149.00,2
7118364,"K00873.01","Kepler-710 b","CONFIRMED",2.36,4.347288783,1174.0,1.1220,5754.00,1
7134976,"K00874.01","Kepler-246 b","CONFIRMED",2.35,4.601811819,896.0,0.8330,4986.00,1
7134976,"K00874.02","Kepler-246 c","CONFIRMED",1.55,11.18719905,667.0,0.8330,4986.00,2
7135852,"K00875.01","Kepler-1729 b","CONFIRMED",2.62,4.220965778,595.0,0.5170,3837.00,1
7270230,"K00876.01",,"FALSE POSITIVE",588.66,6.998099523,853.0,0.8290,5612.00,1
7287995,"K00877.01","Kepler-81 b","CONFIRMED",2.33,5.95489993,635.0,0.6330,4261.00,1
7287995,"K00877.02","Kepler-81 c","CONFIRMED",2.18,12.03987488,502.0,0.6330,4261.00,2
7287995,"K00877.03","Kepler-81 d","CONFIRMED",1.42,20.83762895,418.0,0.6330,4261.00,3
3247396,"K00121.01",,"FALSE POSITIVE",63.66,8.8111022,1399.0,2.4040,6200.00,1
7303253,"K00878.01","Kepler-711 b","CONFIRMED",3.16,23.58917143,487.0,0.7210,4919.00,1
5094751,"K00123.01","Kepler-109 b","CONFIRMED",2.54,6.481633073,1145.0,1.3020,5945.00,1
7678434,"K00892.01","Kepler-716 b","CONFIRMED",3.2,10.37168928,720.0,0.8880,5121.00,1
7678434,"K00892.02","Kepler-716 c","CONFIRMED",1.78,3.96996298,992.0,0.8880,5121.00,2
7685981,"K00893.01","Kepler-717 b","CONFIRMED",2.66,4.40841331,1139.0,0.9610,6007.00,1
7708215,"K00894.01",,"FALSE POSITIVE",4.68,7.9426176,878.0,0.9260,5811.00,1
7373451,"K00881.02","Kepler-712 c","CONFIRMED",4.53,226.8904775,236.0,0.7500,5067.00,2
7377033,"K00882.01",,"FALSE POSITIVE",21.58,1.956811408,1109.0,0.6030,5209.00,1
7380537,"K00883.01",,"CANDIDATE",12.04,2.688899233,929.0,0.6390,4820.00,1
7434875,"K00884.01","Kepler-247 c","CONFIRMED",4.16,9.439459486,686.0,0.7790,5097.00,1
8349582,"K00122.01","Kepler-95 b","CONFIRMED",3.13,11.523067458,927.0,1.4110,5644.00,1
7434875,"K00884.02","Kepler-247 d","CONFIRMED",2.92,20.47748843,530.0,0.7790,5097.00,2
7434875,"K00884.03","Kepler-247 b","CONFIRMED",1.74,3.336123113,970.0,0.7790,5097.00,3
7455287,"K00886.01","Kepler-54 b","CONFIRMED",1.72,8.01078456,453.0,0.4700,3713.00,1
7455287,"K00886.02","Kepler-54 c","CONFIRMED",1.29,12.07134205,395.0,0.4700,3713.00,2
7455287,"K00886.03","Kepler-54 d","CONFIRMED",1.3,20.99587872,328.0,0.4700,3713.00,3
7458762,"K00887.01","Kepler-713 b","CONFIRMED",2.45,7.41113177,905.0,0.9190,5849.00,1
7552344,"K00888.01",,"FALSE POSITIVE",4.14,1.000747038,1620.0,0.7900,5472.00,1
757450,"K00889.01","Kepler-75 b","CONFIRMED",10.51,8.884922995,770.0,0.8430,5332.00,1
7585481,"K00890.01","Kepler-714 b","CONFIRMED",8.95,8.09888906,986.0,1.0760,6214.00,1
7663691,"K00891.01","Kepler-715 b","CONFIRMED",3.52,10.00653012,876.0,1.0010,6063.00,1
5812701,"K00012.01","Kepler-448 b","CONFIRMED",13.16,17.855221681,911.0,1.3670,6823.00,1
8013419,"K00901.01",,"CANDIDATE",4.87,12.732624065,432.0,0.5410,3950.00,1
8018547,"K00902.01",,"CANDIDATE",4.78,83.92494032,226.0,0.5090,3960.00,1
8039892,"K00903.01","Kepler-719 b","CONFIRMED",6.96,5.007316661,998.0,0.8270,5865.00,1
8150320,"K00904.01","Kepler-55 d","CONFIRMED",1.85,2.211116989,931.0,0.6460,4500.00,1
8150320,"K00904.02","Kepler-55 b","CONFIRMED",1.9,27.9541337,400.0,0.6460,4500.00,3
11086270,"K00124.01","Kepler-110 b","CONFIRMED",2.57,12.69104387,1008.0,1.6260,5869.00,1
7767559,"K00895.01",,"FALSE POSITIVE",10.95,4.409409243,1101.0,0.9750,5600.00,1
7825899,"K00896.01","Kepler-248 c","CONFIRMED",4.14,16.23947096,598.0,0.8370,5191.00,1
7825899,"K00896.02","Kepler-248 b","CONFIRMED",2.96,6.308201629,819.0,0.8370,5191.00,2
7849854,"K00897.01","Kepler-718 b","CONFIRMED",13.12,2.052349884,1497.0,1.0800,5855.00,1
7870390,"K00898.01","Kepler-83 b","CONFIRMED",2.23,9.7704486,460.0,0.5090,3906.00,1
7870390,"K00898.02","Kepler-83 d","CONFIRMED",1.66,5.169804269,569.0,0.5090,3906.00,2
5094751,"K00123.02","Kepler-109 c","CONFIRMED",2.48,21.22261195,771.0,1.3020,5945.00,2
7870390,"K00898.03","Kepler-83 c","CONFIRMED",2.25,20.09017037,362.0,0.5090,3906.00,3
7907423,"K00899.01","Kepler-249 c","CONFIRMED",1.16,7.11373257,429.0,0.4110,3561.00,1
7907423,"K00899.02","Kepler-249 b","CONFIRMED",0.91,3.306551643,554.0,0.4110,3561.00,2
7907423,"K00899.03","Kepler-249 d","CONFIRMED",1.11,15.36845737,332.0,0.4110,3561.00,3
7938496,"K00900.01","Kepler-1730 b","CONFIRMED",4.56,13.81020318,833.0,1.1420,5942.00,1
8490993,"K00911.01","Kepler-722 b","CONFIRMED",2.85,4.093578461,1182.0,0.9990,6077.00,1
8490993,"K00911.02","Kepler-722 c","CONFIRMED",3.43,105.145959,401.0,0.9990,6077.00,2
8505670,"K00912.01","Kepler-252 c","CONFIRMED",2.34,10.8484518,499.0,0.5910,4201.00,1
8505670,"K00912.02","Kepler-252 b","CONFIRMED",1.18,6.66833241,587.0,0.5910,4201.00,2
8544996,"K00913.01","Kepler-723 b","CONFIRMED",10.55,4.082274889,1016.0,0.7940,5655.00,1
8552202,"K00914.01",,"CANDIDATE",1.87,3.886655224,1010.0,0.7380,5662.00,1
8150320,"K00904.03","Kepler-55 c","CONFIRMED",1.85,42.1406089,349.0,0.6460,4500.00,5
8150320,"K00904.04","Kepler-55 e","CONFIRMED",1.62,4.617490562,728.0,0.6460,4500.00,2
8150320,"K00904.05","Kepler-55 f","CONFIRMED",1.75,10.19849255,559.0,0.6460,4500.00,4
8180063,"K00905.01",,"FALSE POSITIVE",4.33,5.795063956,950.0,0.8270,5865.00,1
8226994,"K00906.01","Kepler-250 c","CONFIRMED",2.47,7.15681552,782.0,0.8380,5029.00,1
8226994,"K00906.02","Kepler-250 d","CONFIRMED",2.43,17.64830851,579.0,0.8380,5029.00,2
8226994,"K00906.03","Kepler-250 b","CONFIRMED",1.08,4.14810719,938.0,0.8380,5029.00,3
8247638,"K00907.01","Kepler-251 c","CONFIRMED",2.72,16.51410989,655.0,0.8660,5527.00,1
